event,time,Cost,Duration,Email,Platform,Workspace,Owner,Segments
Outbound Calls,1757304000,0.97483,201.0 seconds,user41b@trioventure1.com,salesforce,TrioVenture1,owner41@trioventure1.com,
Outbound Calls,1757304000,0.478804,193.0 seconds,user43b@triostartup2.com,mobile,TrioStartup2,owner43@triostartup2.com,
Outbound Calls,1757304000,0.874709,227.0 seconds,user50i@largerteam1.com,mobile,LargerTeam1,owner50@largerteam1.com,
Outbound SMS,1757304000,0.028284,,user41a@trioventure1.com,web,TrioVenture1,owner41@trioventure1.com,2
Outbound SMS,1757304000,0.050127,,owner43@triostartup2.com,web,TrioStartup2,owner43@triostartup2.com,3
Outbound Calls,1757390400,1.669141,479.0 seconds,owner5@selfemployed1.com,web,SelfEmployed1,owner5@selfemployed1.com,
Outbound Calls,1757390400,1.037466,560.0 seconds,owner5@selfemployed1.com,web,SelfEmployed1,owner5@selfemployed1.com,
Outbound Calls,1757390400,0.644988,564.0 seconds,owner13@independentsales2.com,asana,IndependentSales2,owner13@independentsales2.com,
Outbound Calls,1757390400,1.280596,264.0 seconds,owner25@selfemployed3.com,asana,SelfEmployed3,owner25@selfemployed3.com,
Outbound Calls,1757390400,0.373623,243.0 seconds,user39a@triostartup1.com,web,TrioStartup1,owner39@triostartup1.com,
Outbound Calls,1757390400,1.298928,377.0 seconds,owner41@trioventure1.com,mobile,TrioVenture1,owner41@trioventure1.com,
Outbound Calls,1757390400,1.746545,481.0 seconds,user50e@largerteam1.com,web,LargerTeam1,owner50@largerteam1.com,
Outbound SMS,1757390400,0.044344,,owner5@selfemployed1.com,mobile,SelfEmployed1,owner5@selfemployed1.com,1
Outbound Calls,1757476800,0.583533,128.0 seconds,owner5@selfemployed1.com,mobile,SelfEmployed1,owner5@selfemployed1.com,
Outbound Calls,1757476800,1.292055,388.0 seconds,owner5@selfemployed1.com,web,SelfEmployed1,owner5@selfemployed1.com,
Outbound Calls,1757476800,0.679089,487.0 seconds,owner31@startupduo1.com,mobile,StartupDuo1,owner31@startupduo1.com,
Outbound Calls,1757476800,0.498183,151.0 seconds,owner33@twopersoncorp1.com,mobile,TwoPersonCorp1,owner33@twopersoncorp1.com,
Outbound Calls,1757476800,1.527748,342.0 seconds,user46b@mediumteam1.com,mobile,MediumTeam1,owner46@mediumteam1.com,
Outbound Calls,1757476800,0.975755,403.0 seconds,user47b@expandingcorp1.com,mobile,ExpandingCorp1,owner47@expandingcorp1.com,
Outbound Calls,1757476800,0.235771,92.0 seconds,user49b@scalingbusiness1.com,web,ScalingBusiness1,owner49@scalingbusiness1.com,
Outbound Calls,1757476800,0.068328,14.0 seconds,user49c@scalingbusiness1.com,salesforce,ScalingBusiness1,owner49@scalingbusiness1.com,
Outbound SMS,1757476800,0.023346,,owner5@selfemployed1.com,mobile,SelfEmployed1,owner5@selfemployed1.com,2
Outbound SMS,1757476800,0.017174,,owner5@selfemployed1.com,mobile,SelfEmployed1,owner5@selfemployed1.com,1
Outbound SMS,1757476800,0.147247,,user38@twopersoncorp2.com,web,TwoPersonCorp2,owner38@twopersoncorp2.com,3
Outbound SMS,1757476800,0.014501,,user45d@growingstartup1.com,klaviyo,GrowingStartup1,owner45@growingstartup1.com,1
Outbound Calls,1757563200,0.490927,301.0 seconds,owner5@selfemployed1.com,mobile,SelfEmployed1,owner5@selfemployed1.com,
Outbound Calls,1757563200,0.817497,218.0 seconds,owner5@selfemployed1.com,mobile,SelfEmployed1,owner5@selfemployed1.com,
Outbound Calls,1757563200,0.7458,368.0 seconds,owner38@twopersoncorp2.com,web,TwoPersonCorp2,owner38@twopersoncorp2.com,
Outbound Calls,1757563200,0.46108,202.0 seconds,user45a@growingstartup1.com,mobile,GrowingStartup1,owner45@growingstartup1.com,
Outbound SMS,1757563200,0.123614,,owner5@selfemployed1.com,web,SelfEmployed1,owner5@selfemployed1.com,3
Outbound SMS,1757563200,0.095945,,owner5@selfemployed1.com,web,SelfEmployed1,owner5@selfemployed1.com,4
Outbound SMS,1757563200,0.086936,,user37@smallteam2.com,intercom,SmallTeam2,owner37@smallteam2.com,2
Outbound SMS,1757563200,0.040238,,owner42@smallcorp1.com,web,SmallCorp1,owner42@smallcorp1.com,1
Outbound SMS,1757563200,0.034881,,user49d@scalingbusiness1.com,web,ScalingBusiness1,owner49@scalingbusiness1.com,2
Outbound Calls,1757649600,1.105117,551.0 seconds,owner2@freelanceexpert1.com,mobile,FreelanceExpert1,owner2@freelanceexpert1.com,
Outbound Calls,1757649600,1.570452,333.0 seconds,owner5@selfemployed1.com,mobile,SelfEmployed1,owner5@selfemployed1.com,
Outbound Calls,1757649600,1.660109,367.0 seconds,owner5@selfemployed1.com,web,SelfEmployed1,owner5@selfemployed1.com,
Outbound Calls,1757649600,1.233899,267.0 seconds,owner5@selfemployed1.com,mobile,SelfEmployed1,owner5@selfemployed1.com,
Outbound Calls,1757649600,1.481505,462.0 seconds,owner5@selfemployed1.com,web,SelfEmployed1,owner5@selfemployed1.com,
Outbound Calls,1757649600,0.096763,22.0 seconds,owner9@soloventure1.com,mobile,SoloVenture1,owner9@soloventure1.com,
Outbound Calls,1757649600,0.592548,322.0 seconds,user42a@smallcorp1.com,web,SmallCorp1,owner42@smallcorp1.com,
Outbound Calls,1757649600,0.678469,361.0 seconds,owner49@scalingbusiness1.com,web,ScalingBusiness1,owner49@scalingbusiness1.com,
Outbound Calls,1757649600,0.654912,385.0 seconds,user49a@scalingbusiness1.com,airtable,ScalingBusiness1,owner49@scalingbusiness1.com,
Outbound SMS,1757649600,0.132597,,user43a@triostartup2.com,mobile,TrioStartup2,owner43@triostartup2.com,3
Outbound SMS,1757649600,0.166263,,user45a@growingstartup1.com,web,GrowingStartup1,owner45@growingstartup1.com,4
Outbound Calls,1757736000,0.80568,219.0 seconds,owner5@selfemployed1.com,mobile,SelfEmployed1,owner5@selfemployed1.com,
Outbound Calls,1757736000,0.725863,281.0 seconds,owner5@selfemployed1.com,web,SelfEmployed1,owner5@selfemployed1.com,
Outbound Calls,1757736000,0.333108,170.0 seconds,owner11@soloconsultant2.com,web,SoloConsultant2,owner11@soloconsultant2.com,
Outbound Calls,1757736000,1.182868,283.0 seconds,user31@startupduo1.com,mobile,StartupDuo1,owner31@startupduo1.com,
Outbound Calls,1757736000,0.357927,321.0 seconds,owner50@largerteam1.com,web,LargerTeam1,owner50@largerteam1.com,
Outbound SMS,1757736000,0.055209,,owner5@selfemployed1.com,web,SelfEmployed1,owner5@selfemployed1.com,3
Outbound SMS,1757736000,0.041344,,owner5@selfemployed1.com,mobile,SelfEmployed1,owner5@selfemployed1.com,2
Outbound SMS,1757736000,0.056294,,user46b@mediumteam1.com,web,MediumTeam1,owner46@mediumteam1.com,2
Outbound SMS,1757736000,0.033309,,owner47@expandingcorp1.com,teams,ExpandingCorp1,owner47@expandingcorp1.com,1
Outbound SMS,1757736000,0.062251,,user47a@expandingcorp1.com,web,ExpandingCorp1,owner47@expandingcorp1.com,4
Outbound Calls,1757822400,0.161321,124.0 seconds,owner5@selfemployed1.com,web,SelfEmployed1,owner5@selfemployed1.com,
Outbound Calls,1757822400,0.29305,87.0 seconds,owner9@soloventure1.com,web,SoloVenture1,owner9@soloventure1.com,
Outbound Calls,1757822400,0.099217,84.0 seconds,owner29@soloventure3.com,web,SoloVenture3,owner29@soloventure3.com,
Outbound Calls,1757822400,0.447404,144.0 seconds,owner45@growingstartup1.com,web,GrowingStartup1,owner45@growingstartup1.com,
Outbound Calls,1757822400,0.802526,261.0 seconds,user46b@mediumteam1.com,web,MediumTeam1,owner46@mediumteam1.com,
Outbound Calls,1757822400,0.364411,77.0 seconds,user49d@scalingbusiness1.com,mobile,ScalingBusiness1,owner49@scalingbusiness1.com,
Outbound SMS,1757822400,0.089168,,owner5@selfemployed1.com,web,SelfEmployed1,owner5@selfemployed1.com,2
Outbound SMS,1757822400,0.046708,,owner48@growthcompany1.com,web,GrowthCompany1,owner48@growthcompany1.com,1
Outbound Calls,1757908800,1.506873,563.0 seconds,owner15@selfemployed2.com,mobile,SelfEmployed2,owner15@selfemployed2.com,
Outbound Calls,1757908800,0.66503,325.0 seconds,owner31@startupduo1.com,mobile,StartupDuo1,owner31@startupduo1.com,
Outbound Calls,1757908800,1.493115,431.0 seconds,user34@partnershipbiz1.com,front,PartnershipBiz1,owner34@partnershipbiz1.com,
Outbound Calls,1757908800,1.915615,536.0 seconds,owner43@triostartup2.com,web,TrioStartup2,owner43@triostartup2.com,
Outbound Calls,1757908800,0.031415,14.0 seconds,user46e@mediumteam1.com,web,MediumTeam1,owner46@mediumteam1.com,
Outbound SMS,1757908800,0.06678,,owner22@freelanceexpert3.com,mobile,FreelanceExpert3,owner22@freelanceexpert3.com,3
Outbound SMS,1757908800,0.010669,,owner31@startupduo1.com,mobile,StartupDuo1,owner31@startupduo1.com,1
Outbound SMS,1757908800,0.019896,,owner46@mediumteam1.com,web,MediumTeam1,owner46@mediumteam1.com,1
Outbound SMS,1757908800,0.075669,,user50d@largerteam1.com,salesmate,LargerTeam1,owner50@largerteam1.com,3
Outbound Calls,1757995200,0.568242,551.0 seconds,owner5@selfemployed1.com,mobile,SelfEmployed1,owner5@selfemployed1.com,
Outbound Calls,1757995200,0.551664,116.0 seconds,owner5@selfemployed1.com,mobile,SelfEmployed1,owner5@selfemployed1.com,
Outbound Calls,1757995200,0.612583,288.0 seconds,owner5@selfemployed1.com,web,SelfEmployed1,owner5@selfemployed1.com,
Outbound Calls,1757995200,0.526881,433.0 seconds,owner12@freelanceexpert2.com,mobile,FreelanceExpert2,owner12@freelanceexpert2.com,
Outbound Calls,1757995200,0.636641,418.0 seconds,owner25@selfemployed3.com,asana,SelfEmployed3,owner25@selfemployed3.com,
Outbound Calls,1757995200,1.07026,516.0 seconds,user34@partnershipbiz1.com,front,PartnershipBiz1,owner34@partnershipbiz1.com,
Outbound Calls,1757995200,0.638004,133.0 seconds,owner39@triostartup1.com,pipedrive,TrioStartup1,owner39@triostartup1.com,
Outbound Calls,1757995200,1.652157,476.0 seconds,user45a@growingstartup1.com,web,GrowingStartup1,owner45@growingstartup1.com,
Outbound SMS,1757995200,0.073609,,owner19@soloventure2.com,mobile,SoloVenture2,owner19@soloventure2.com,2
Outbound SMS,1757995200,0.04568,,user40a@threepersonteam1.com,mobile,ThreePersonTeam1,owner40@threepersonteam1.com,1
Outbound SMS,1757995200,0.090625,,owner42@smallcorp1.com,mobile,SmallCorp1,owner42@smallcorp1.com,4
Outbound SMS,1757995200,0.151234,,user50g@largerteam1.com,mobile,LargerTeam1,owner50@largerteam1.com,4
Outbound Calls,1758081600,0.199374,105.0 seconds,owner12@freelanceexpert2.com,mobile,FreelanceExpert2,owner12@freelanceexpert2.com,
Outbound Calls,1758081600,0.141937,36.0 seconds,owner23@independentsales3.com,web,IndependentSales3,owner23@independentsales3.com,
Outbound Calls,1758081600,0.46213,130.0 seconds,owner28@individualbiz3.com,mobile,IndividualBiz3,owner28@individualbiz3.com,
Outbound Calls,1758081600,1.885097,491.0 seconds,user49b@scalingbusiness1.com,web,ScalingBusiness1,owner49@scalingbusiness1.com,
Outbound Calls,1758081600,0.452319,369.0 seconds,user50e@largerteam1.com,mobile,LargerTeam1,owner50@largerteam1.com,
Outbound SMS,1758081600,0.043563,,owner31@startupduo1.com,web,StartupDuo1,owner31@startupduo1.com,1
Outbound SMS,1758081600,0.071307,,owner47@expandingcorp1.com,mobile,ExpandingCorp1,owner47@expandingcorp1.com,4
Outbound Calls,1758168000,0.924184,198.0 seconds,owner31@startupduo1.com,mobile,StartupDuo1,owner31@startupduo1.com,
Outbound Calls,1758168000,1.592214,501.0 seconds,user37@smallteam2.com,intercom,SmallTeam2,owner37@smallteam2.com,
Outbound Calls,1758168000,0.641599,181.0 seconds,owner38@twopersoncorp2.com,mobile,TwoPersonCorp2,owner38@twopersoncorp2.com,
Outbound Calls,1758168000,0.299059,118.0 seconds,user46f@mediumteam1.com,web,MediumTeam1,owner46@mediumteam1.com,
Outbound SMS,1758168000,0.03978,,owner19@soloventure2.com,web,SoloVenture2,owner19@soloventure2.com,3
Outbound SMS,1758168000,0.136502,,user45a@growingstartup1.com,web,GrowingStartup1,owner45@growingstartup1.com,3
Outbound Calls,1758254400,0.608957,474.0 seconds,owner11@soloconsultant2.com,mobile,SoloConsultant2,owner11@soloconsultant2.com,
Outbound Calls,1758254400,0.259142,115.0 seconds,user34@partnershipbiz1.com,web,PartnershipBiz1,owner34@partnershipbiz1.com,
Outbound Calls,1758254400,0.312832,254.0 seconds,user35@duoventure1.com,mobile,DuoVenture1,owner35@duoventure1.com,
Outbound Calls,1758254400,0.982755,308.0 seconds,user41a@trioventure1.com,mobile,TrioVenture1,owner41@trioventure1.com,
Outbound Calls,1758254400,1.07549,369.0 seconds,user46f@mediumteam1.com,web,MediumTeam1,owner46@mediumteam1.com,
Outbound Calls,1758254400,0.645366,216.0 seconds,user50e@largerteam1.com,mobile,LargerTeam1,owner50@largerteam1.com,
Outbound SMS,1758254400,0.064411,,owner45@growingstartup1.com,web,GrowingStartup1,owner45@growingstartup1.com,3
Outbound Calls,1758340800,0.502209,312.0 seconds,owner31@startupduo1.com,mobile,StartupDuo1,owner31@startupduo1.com,
Outbound Calls,1758340800,0.369779,190.0 seconds,user37@smallteam2.com,web,SmallTeam2,owner37@smallteam2.com,
Outbound Calls,1758340800,0.866947,590.0 seconds,user50h@largerteam1.com,web,LargerTeam1,owner50@largerteam1.com,
Outbound SMS,1758340800,0.092897,,user40b@threepersonteam1.com,web,ThreePersonTeam1,owner40@threepersonteam1.com,4
Outbound SMS,1758340800,0.052077,,user46a@mediumteam1.com,mobile,MediumTeam1,owner46@mediumteam1.com,3
Outbound Calls,1758427200,0.536773,350.0 seconds,owner22@freelanceexpert3.com,web,FreelanceExpert3,owner22@freelanceexpert3.com,
Outbound Calls,1758427200,1.113348,390.0 seconds,user45a@growingstartup1.com,mobile,GrowingStartup1,owner45@growingstartup1.com,
Outbound Calls,1758427200,0.604865,172.0 seconds,user45a@growingstartup1.com,mobile,GrowingStartup1,owner45@growingstartup1.com,
Outbound Calls,1758427200,0.542747,345.0 seconds,user46e@mediumteam1.com,zoho,MediumTeam1,owner46@mediumteam1.com,
Outbound SMS,1758427200,0.023629,,user46f@mediumteam1.com,mobile,MediumTeam1,owner46@mediumteam1.com,1
Outbound SMS,1758427200,0.034757,,user48f@growthcompany1.com,web,GrowthCompany1,owner48@growthcompany1.com,1
Outbound Calls,1758513600,1.727166,416.0 seconds,owner28@individualbiz3.com,salesmate,IndividualBiz3,owner28@individualbiz3.com,
Outbound Calls,1758513600,2.119433,500.0 seconds,owner49@scalingbusiness1.com,mobile,ScalingBusiness1,owner49@scalingbusiness1.com,
Outbound SMS,1758513600,0.049475,,user34@partnershipbiz1.com,web,PartnershipBiz1,owner34@partnershipbiz1.com,1
Outbound SMS,1758513600,0.096466,,user47c@expandingcorp1.com,mobile,ExpandingCorp1,owner47@expandingcorp1.com,4
Outbound SMS,1758513600,0.068458,,user50d@largerteam1.com,mobile,LargerTeam1,owner50@largerteam1.com,3
Outbound Calls,1758600000,2.387789,485.0 seconds,owner22@freelanceexpert3.com,web,FreelanceExpert3,owner22@freelanceexpert3.com,
Outbound Calls,1758600000,1.310056,563.0 seconds,user31@startupduo1.com,mobile,StartupDuo1,owner31@startupduo1.com,
Outbound Calls,1758600000,1.284171,275.0 seconds,owner37@smallteam2.com,web,SmallTeam2,owner37@smallteam2.com,
Outbound Calls,1758600000,0.125632,100.0 seconds,user43b@triostartup2.com,mobile,TrioStartup2,owner43@triostartup2.com,
Outbound Calls,1758600000,1.805135,459.0 seconds,user45c@growingstartup1.com,zapier,GrowingStartup1,owner45@growingstartup1.com,
Outbound Calls,1758600000,0.367028,166.0 seconds,user50c@largerteam1.com,mobile,LargerTeam1,owner50@largerteam1.com,
Outbound Calls,1758600000,1.995833,451.0 seconds,user50h@largerteam1.com,web,LargerTeam1,owner50@largerteam1.com,
Outbound SMS,1758600000,0.036253,,user47c@expandingcorp1.com,web,ExpandingCorp1,owner47@expandingcorp1.com,1
Outbound Calls,1758686400,1.02003,433.0 seconds,owner17@oneperson2.com,web,OnePerson2,owner17@oneperson2.com,
Outbound Calls,1758686400,0.049779,48.0 seconds,owner28@individualbiz3.com,activecampaign,IndividualBiz3,owner28@individualbiz3.com,
Outbound Calls,1758686400,0.80452,495.0 seconds,user42a@smallcorp1.com,web,SmallCorp1,owner42@smallcorp1.com,
Outbound Calls,1758686400,1.600756,394.0 seconds,user45d@growingstartup1.com,klaviyo,GrowingStartup1,owner45@growingstartup1.com,
Outbound SMS,1758686400,0.043916,,user34@partnershipbiz1.com,mobile,PartnershipBiz1,owner34@partnershipbiz1.com,1
Outbound SMS,1758686400,0.031396,,user50f@largerteam1.com,mobile,LargerTeam1,owner50@largerteam1.com,1
Outbound Calls,1758772800,0.202641,95.0 seconds,user43a@triostartup2.com,web,TrioStartup2,owner43@triostartup2.com,
Outbound Calls,1758772800,1.937079,450.0 seconds,user45d@growingstartup1.com,klaviyo,GrowingStartup1,owner45@growingstartup1.com,
Outbound Calls,1758772800,0.199545,166.0 seconds,user45d@growingstartup1.com,web,GrowingStartup1,owner45@growingstartup1.com,
Outbound Calls,1758772800,2.175208,514.0 seconds,user46d@mediumteam1.com,mobile,MediumTeam1,owner46@mediumteam1.com,
Outbound Calls,1758772800,0.828978,596.0 seconds,user50e@largerteam1.com,mobile,LargerTeam1,owner50@largerteam1.com,
Outbound SMS,1758772800,0.032633,,owner13@independentsales2.com,mobile,IndependentSales2,owner13@independentsales2.com,3
Outbound SMS,1758772800,0.082144,,user38@twopersoncorp2.com,mobile,TwoPersonCorp2,owner38@twopersoncorp2.com,4
Outbound SMS,1758772800,0.078415,,user47b@expandingcorp1.com,web,ExpandingCorp1,owner47@expandingcorp1.com,2
Outbound Calls,1758859200,1.130962,232.0 seconds,owner4@personalbrand1.com,mobile,PersonalBrand1,owner4@personalbrand1.com,
Outbound Calls,1758859200,0.690708,176.0 seconds,owner28@individualbiz3.com,activecampaign,IndividualBiz3,owner28@individualbiz3.com,
Outbound Calls,1758859200,1.425134,593.0 seconds,user33@twopersoncorp1.com,web,TwoPersonCorp1,owner33@twopersoncorp1.com,
Outbound Calls,1758859200,0.472219,207.0 seconds,owner42@smallcorp1.com,mobile,SmallCorp1,owner42@smallcorp1.com,
Outbound Calls,1758859200,2.368216,523.0 seconds,owner43@triostartup2.com,slack,TrioStartup2,owner43@triostartup2.com,
Outbound Calls,1758859200,1.232516,273.0 seconds,user46a@mediumteam1.com,web,MediumTeam1,owner46@mediumteam1.com,
Outbound Calls,1758859200,0.798295,194.0 seconds,user46b@mediumteam1.com,web,MediumTeam1,owner46@mediumteam1.com,
Outbound Calls,1758859200,2.056937,537.0 seconds,user48c@growthcompany1.com,web,GrowthCompany1,owner48@growthcompany1.com,
Outbound Calls,1758859200,1.127381,594.0 seconds,user50h@largerteam1.com,mobile,LargerTeam1,owner50@largerteam1.com,
Outbound SMS,1758859200,0.04083,,user50f@largerteam1.com,activecampaign,LargerTeam1,owner50@largerteam1.com,3
Outbound Calls,1758945600,0.614549,268.0 seconds,owner12@freelanceexpert2.com,mobile,FreelanceExpert2,owner12@freelanceexpert2.com,
Outbound Calls,1758945600,2.106133,460.0 seconds,owner22@freelanceexpert3.com,mobile,FreelanceExpert3,owner22@freelanceexpert3.com,
Outbound Calls,1758945600,0.367383,94.0 seconds,owner22@freelanceexpert3.com,activecampaign,FreelanceExpert3,owner22@freelanceexpert3.com,
Outbound Calls,1758945600,1.115027,240.0 seconds,user41b@trioventure1.com,mobile,TrioVenture1,owner41@trioventure1.com,
Outbound Calls,1758945600,0.204381,146.0 seconds,user48e@growthcompany1.com,web,GrowthCompany1,owner48@growthcompany1.com,
Outbound Calls,1759032000,0.478573,114.0 seconds,owner33@twopersoncorp1.com,web,TwoPersonCorp1,owner33@twopersoncorp1.com,
